ID,Recipient,Amount,Currency
16754,Anthony Banks,8425.04,SEK
16755,Elizabeth Archer,1328.8,JPY
16756,Adam Koch,3986.81,MXN
16757,Donald Le,1838.25,GBP
16758,Melissa Hernandez,8991.18,MXN
16759,Dana Fuller,4424.92,EUR
16760,Jennifer Blevins MD,204.36,DKK
16761,Mrs. Molly King,8900.63,CAD
16762,Stephanie Roberts,7871.45,NZD
16763,Valerie Nunez,6130.36,GBP
16764,Michael Miller,243.82,ZAR
16765,Ryan Olson,4674.18,ILS
16766,Russell Swanson,6309.55,CHF
16767,Karen Knox,3966.03,JPY
16768,Victor Lopez,3367.99,CAD
16769,Kelly Smith,4167.39,USD
16770,Anna Mccormick,6885.91,BRL
16771,Anthony Wright,174.73,EUR
16772,Christina Wise,3563.11,USD
16773,Michael Salazar,5102.64,USD
16774,Evan Hess,8576.29,INR
16775,Justin Horn,8769.54,USD
16776,David Wright,3664.63,CHF
16777,Lauren Adkins,4424.97,NZD
16778,William Wallace,8584.63,USD
16779,Daniel Alexander,5107.64,HKD
16780,Bryan Martinez,2510.96,DKK
16781,Barry Peters,2754.24,KRW
16782,Christopher Ford,1616.48,JPY
16783,Ashley Dodson,3680.68,AUD
16784,James Austin,4538.94,AUD
16785,Timothy Ho,1687.94,AUD
16786,Emily Bray,3873.78,INR
16787,Martin Arnold,3746.48,NOK
16788,Benjamin Cobb,7697.03,ZAR
16789,Nicole Jackson,3090.47,USD
16790,Debra Rodriguez,8503.89,SEK
16791,Krista Edwards,8059.86,CHF
16792,Terry Carter,8950.9,ILS
16793,Susan Coleman,6224.55,GBP
16794,Gabriella Mathis,7482.23,SEK
16795,Natalie Martin,7159.11,ZAR
16796,Crystal Cox MD,969.59,NOK
16797,Melissa Mccoy,9245.74,SEK
16798,Wesley Gordon,5652.03,BRL
16799,David Phillips,4546.12,KRW
16800,Lisa Dickerson,1237.2,ZAR
16801,Lisa Peck,5692.54,CAD
16802,Michael Taylor,7048.9,GBP
16803,Christopher Mcdaniel,1764.39,EUR
16804,Vincent Walton,5012.87,USD
16805,Rodney Stevens,3970.13,DKK
16806,Sheila Ho,8998.17,ILS
16807,Jeffery Vance,8494.26,SEK
16808,Anthony Johnson,3176.34,EUR
16809,Chris Quinn,9992.13,JPY
16810,Mark Davis,6022.57,SGD
16811,Kayla Villarreal,3372.66,JPY
16812,Audrey Herrera,1243.92,GBP
16813,Stephanie Velez,5591.48,CAD
16814,Tasha Williamson,944.57,KRW
16815,Jonathan Duncan,6590.35,CHF
16816,Elizabeth Harper,5704.21,NZD
16817,Michael Barker,4824.09,SEK
16818,Mary Harmon,6198.95,USD
16819,Jennifer Lewis,4940.89,AUD
16820,Sara Prince,4885.07,ILS
16821,Casey Cox,2164.13,SGD
16822,Angie Haynes,997.01,BRL
16823,Jacob Davenport,4928.1,HKD
16824,Julie Thomas,5765.96,SEK
16825,Mrs. Samantha Mccoy,4842.32,NOK
16826,Ashley House,1529.8,SGD
16827,Susan Mcintyre,4663.9,INR
16828,Dawn Jackson,2056.44,CAD
16829,John Beard,3044.26,AUD
16830,Gabrielle Mitchell,634.4,NOK
16831,Charles Perry,2870.19,BRL
16832,Richard Meyer Jr.,8232.43,SGD
16833,Erica Webster,6047.79,EUR
16834,Sylvia Mckee,8034.48,PLN
16835,Andrew Ramos,8080.71,CAD
16836,Samantha Mckinney MD,5079.78,HKD
16837,Jessica Gilmore,7972.91,ILS
16838,Melissa Brown,6090.04,DKK
16839,Carolyn Sexton,3521.28,MXN
16840,David Dunlap,6967.28,NOK
16841,David Glover,9733.44,BRL
16842,Wesley Hardy,7044.35,SEK
16843,Kenneth Simpson,9468.02,AUD
16844,Justin Patterson,2212.19,EUR
16845,Victor Morse,4827.16,PLN
16846,Darren Hall,1773.04,PLN
16847,Tiffany Hall,524.72,EUR
16848,Ryan Jones,1302.88,NZD
16849,Laura Lopez,3958.64,GBP
16850,Stanley Horn,2036.24,ILS
16851,Rodney Ayala,5481.9,MXN
16852,Christopher Adkins,2226.17,ZAR
16853,Johnny Walker,7382.56,EUR
16854,Drew Castillo,211.68,PLN
16855,Patrick Forbes,2687.21,SGD
16856,Gregory Hawkins,2329.07,CAD
16857,Justin Lawrence,1196.63,NZD
16858,Mark Lopez,1842.59,CAD
16859,Yolanda Archer,6676.7,DKK
16860,Christopher Frazier,4643.37,CHF
16861,Jodi Taylor,3896.52,ZAR
16862,David Lucero,9469.17,USD
16863,Katherine Ross,9529.38,NOK
16864,Scott Lang,3917.59,NOK
16865,Corey Lee,2327.63,NOK
16866,Aaron Murphy,624.12,ZAR
16867,Christopher Miller,4913.09,HKD
16868,Jennifer Russell,5398.95,AUD
16869,Nancy Foster,8593.77,SGD
16870,Daniel Solomon,2424.12,EUR
16871,Laura Durham,4575.64,NZD
16872,Alexander Contreras,7871.16,CAD
16873,Matthew Riley,3043.81,JPY
16874,Brett Cruz MD,6094.37,ILS
16875,Mary Adams,4126.96,EUR
16876,Kristy Young,2707.11,SEK
16877,Anne Hardy,4731.19,PLN
16878,John Gordon,9796.6,NOK
16879,Stacey Frazier,2727.58,PLN
16880,Ryan Mays,5311.0,USD
16881,Victoria Howard,9869.86,AUD
16882,Julie Beard,5328.25,INR
16883,Melissa King,9846.24,PLN
16884,Willie Shepard,1437.68,BRL
16885,William Silva,7145.33,CAD
16886,Monica Sparks,942.04,SGD
16887,James Bowers,4292.01,ZAR
16888,Maria Lang,63.67,EUR
16889,Donna Maxwell,4609.26,JPY
16890,Keith Faulkner,4031.04,NOK
16891,William Parker,9713.52,PLN
16892,Adam Smith,8510.52,HKD
16893,Ronald Green,5878.25,BRL
16894,Billy Patel,2830.75,CAD
16895,Michelle Smith,7908.75,NZD
16896,Krystal Jackson,2263.56,GBP
16897,Anthony Fry,8720.04,USD
16898,Jason Howard,6828.85,DKK
16899,Richard Landry,8093.05,NOK
16900,Julie Miller,9847.34,ILS
16901,Kenneth Thompson,6943.4,NOK
16902,Corey Johnson,8915.82,NZD
16903,Donald Everett,2174.37,BRL
16904,Kaitlyn Beck,4872.56,KRW
16905,Erin Alvarado,6321.02,GBP
16906,Daniel Shelton,9771.72,USD
16907,Brooke Richmond,9840.74,KRW
16908,Eduardo Orr,5797.0,GBP
16909,Sheila Anderson,5615.67,SGD
16910,Stephen Gutierrez,2423.92,JPY
16911,Jennifer Mcpherson,4382.59,KRW
16912,Shane Jones,971.17,KRW
16913,Christine Waters,2776.58,JPY
16914,Eric Hebert,3363.74,ILS
16915,Amanda Smith,689.76,INR
16916,Juan Griffin,549.92,ZAR
16917,Barbara Rivera,7208.33,MXN
16918,Michael Stanton,2235.69,SEK
16919,Jason Myers,2908.26,PLN
16920,Melissa Benitez,4634.25,BRL
16921,Kayla Scott,8836.47,EUR
16922,Anthony Valentine,2312.48,PLN
16923,Michael Clarke,9289.14,AUD
16924,Theodore Wood,470.72,SEK
16925,Carl Taylor,922.83,AUD
16926,Kyle Robinson,8906.39,SEK
16927,Cindy Robinson,4308.26,JPY
16928,Erin Valenzuela,7711.77,EUR
16929,Margaret Campbell,7784.54,NOK
16930,Lauren Nunez,9510.2,USD
16931,Brett Cook DDS,5246.03,NZD
16932,Christy Meyers,2071.89,PLN
16933,Lisa Wilson,8479.89,DKK
16934,Austin Cross,9744.48,NOK
16935,Alyssa Dennis,2476.75,SGD
16936,Ashley Jennings,8731.12,DKK
16937,Allison Herring,4312.79,CAD
16938,Gregory Trujillo,3953.15,CAD
16939,Brian Roman,726.38,CAD
16940,Christina Smith,5573.89,SGD
16941,Amanda Gordon,7452.38,BRL
16942,Corey Smith,3359.37,SEK
16943,Michael Williams,4906.62,PLN
16944,Jordan Zuniga,8973.39,NZD
16945,Justin Guzman,3147.35,ILS
16946,Justin Gomez,6824.91,AUD
16947,Natasha Sanchez,2431.1,HKD
16948,David Garcia,9613.82,AUD
16949,Susan Cook,5718.45,CAD
16950,Jessica Campbell,6916.13,MXN
16951,John Mercer,1575.71,GBP
16952,Stephen Peck,6414.86,ZAR
16953,Ryan Arroyo,7701.64,CAD
16954,Steven Rush,9539.57,CHF
16955,Katie Patterson,7858.87,SGD
16956,Brenda Patton,9028.48,CHF
16957,Angie Hunt,2234.78,NZD
16958,Kathleen Graves,7893.04,CAD
16959,Ricky Hines,4158.72,PLN
16960,Bryan Mcmahon,2584.37,INR
16961,Leslie Schaefer,9441.95,GBP
16962,Lori Ramsey,8295.24,NOK
16963,Mr. Steven Pearson,335.01,INR
16964,Benjamin Baker,8251.54,CHF
16965,Heather Wilson,593.15,CAD
16966,Whitney Humphrey,6887.63,AUD
16967,Richard Foster,4789.13,SGD
16968,Jerry Dennis,1742.31,DKK
16969,Whitney Webb,4091.37,GBP
16970,Mark Bennett,5933.21,INR
16971,Tiffany Miles,6884.85,KRW
16972,Antonio Jordan,9220.19,MXN
16973,Kellie Hall,4628.67,KRW
16974,Chad Thomas,5864.41,SEK
16975,Dr. Gregory Johnson,5743.94,INR
16976,John Warren,633.91,CAD
16977,Michael Hartman,9019.76,NOK
16978,Tracy Wilson,1209.09,BRL
16979,Amanda Wilson,4512.2,ILS
16980,Garrett Howe,6801.37,SEK
16981,Jeffrey Browning,7564.69,PLN
16982,Bryan Weaver,377.71,HKD
16983,Shaun Larson,2263.45,MXN
16984,Robert Wang,428.2,GBP
16985,Jeffrey Hartman,1530.37,INR
16986,Justin Mann,2145.24,NZD
16987,Jacqueline Adams,8552.73,CHF
16988,Tyler Lopez,174.18,CAD
16989,Candice Ayers,8386.55,SEK
16990,Stacy Jacobs,7215.67,MXN
16991,Patricia Ross,7047.61,ILS
16992,Samantha Murphy,7852.34,CHF
16993,David Hicks,4494.55,ZAR
16994,Kevin Ball,4449.34,ILS
16995,Leslie Nichols,7235.23,BRL
16996,Dr. Barry Wallace,9742.47,NZD
16997,Tony Chapman,8623.55,DKK
16998,Suzanne Valencia,2663.56,DKK
16999,David Miller,1279.98,SGD
17000,Angela Bates,1430.55,NOK
17001,William Golden,947.76,ZAR
17002,Heather Griffin,8208.59,ZAR
17003,Joshua Sanders II,7967.01,SEK
17004,Kimberly Murphy,5755.01,SEK
17005,Caitlin Cox,104.59,JPY
17006,Bryan Scott,1988.95,PLN
17007,Adam Cherry,3940.41,BRL
17008,Noah Garrison,875.76,AUD
17009,Gabriel Miles,702.88,PLN
17010,David Lam,6862.82,HKD
17011,Evan Miller,208.6,KRW
17012,Isaac Rivers,7361.78,EUR
17013,Denise Lee,3401.95,DKK
17014,Diane Ware,1462.91,ZAR
17015,Sherri Smith,6743.95,ILS
17016,Brenda Garcia,1791.26,AUD
17017,Sonya Myers,6223.66,CAD
17018,Roger Hogan,7812.32,JPY
17019,James Perry,3018.27,EUR
17020,Melody Watkins,3666.32,MXN
17021,Joshua Ryan,4127.41,DKK
17022,Jaime Heath,3892.5,JPY
17023,Douglas Mendez,1471.43,DKK
17024,Tanner Fox,5389.15,ZAR
17025,Dale Harris,452.41,EUR
17026,Gary Henderson,9422.18,MXN
17027,Colleen Taylor,8074.1,MXN
17028,Richard Reynolds,1288.75,CHF
17029,Amber Woods,1047.87,HKD
17030,Paul Rodriguez,4608.66,KRW
17031,Daniel Bradford,5160.02,AUD
17032,Veronica White,5796.64,CHF
17033,Mary Garrison,3630.52,INR
17034,Amanda Graves MD,1202.77,CAD
17035,Alexandra Levine,8364.85,USD
17036,Natasha Gonzalez,4389.26,SEK
17037,Samantha Schneider,6866.08,HKD
17038,Lauren Foley,5420.53,PLN
17039,Roy Campbell,1178.58,KRW
17040,Jessica Melendez,7317.76,NZD
17041,Suzanne Nelson,3297.5,NZD
17042,Ralph Kelley,621.64,DKK
17043,Andrea Nichols,3888.54,KRW
17044,Thomas Martinez,6678.18,SGD
17045,Latasha Hamilton,3029.86,BRL
17046,Lisa Andersen,1415.89,AUD
17047,Nathan Meyers,743.06,KRW
17048,Carolyn Schultz,8435.08,HKD
17049,Kaitlyn Hughes,872.5,ZAR
17050,Erin Durham,2202.19,HKD
17051,Laurie Garcia,9216.81,GBP
17052,Mr. Anthony Barber,118.78,AUD
17053,Carol Salazar,4864.33,NOK
17054,Michael Anderson,4399.9,BRL
17055,Maria Williams,4058.43,GBP
17056,Anna Grant,8300.45,NOK
17057,Jonathan Hernandez,9350.31,PLN
17058,Kimberly Boyd,5252.4,HKD
17059,Michelle Jones,5182.35,MXN
17060,Justin Graves,4543.92,ILS
17061,Margaret Jensen,8334.22,HKD
17062,Ricky Hayes,9054.35,CAD
17063,Kirk Macias,7768.81,CHF
17064,Nancy Becker,6930.42,NZD
17065,John Acevedo,3483.02,HKD
17066,Teresa Gallegos DVM,6227.31,INR
17067,Jonathon Patterson,1043.98,EUR
17068,Erin Jennings,5324.01,NOK
17069,Susan Torres MD,2822.28,MXN
17070,Travis Wheeler,4886.87,SEK
17071,Katherine Mckee,3919.22,CAD
17072,Robert Brown,1905.73,DKK
17073,Patricia Willis,9515.07,EUR
17074,Amy James,6152.8,BRL
17075,Christopher Robinson,8932.85,USD
17076,Jesse Smith,3791.83,NZD
17077,Debra Bryant,4592.28,SEK
17078,Brett Wagner,190.82,JPY
17079,Patrick Miller,296.64,INR
17080,Laura Burton,6215.19,HKD
17081,Pamela Callahan,9460.27,NZD
17082,Karen Serrano,8595.28,NOK
17083,Jacqueline Clark,7746.82,INR
17084,Ryan Hodges,5686.59,INR
17085,Robert Bell,2831.9,HKD
17086,Amy Kim,5488.93,MXN
17087,Robert Lane,2236.81,ILS
17088,Nicole Miles,3209.48,INR
17089,Kevin Perez,8350.14,JPY
17090,Patricia Ingram,1397.93,INR
17091,Adam Hernandez,2092.21,INR
17092,Stephanie Dyer,2028.71,PLN
17093,Deborah Gomez,5085.04,INR
17094,Kimberly Valencia,9931.78,BRL
17095,Katherine Harrison,6278.15,GBP
17096,Matthew Jordan,6811.6,MXN
17097,Emily White,5116.31,BRL
17098,Suzanne Allen,6502.62,CHF
17099,Daniel Johns,6452.1,NOK
17100,Jennifer Perez,3651.91,HKD
17101,Bruce Raymond,4726.25,BRL
17102,Antonio Krueger,7819.79,CHF
17103,Brett Drake,9473.03,NOK
17104,Jennifer Cross,9088.1,EUR
17105,Courtney Floyd,7430.52,JPY
17106,Michael Wright,7699.65,JPY
17107,Jillian Henry,1922.81,AUD
17108,Joe Hernandez,7751.65,USD
17109,Chelsea Lee,6183.51,SEK
17110,Jonathan Jones,8505.53,ILS
17111,Peggy Sanford,1655.23,SEK
17112,Tiffany Watson,7413.5,CAD
17113,Randy Stark,162.99,BRL
17114,William Stone,549.85,NZD
17115,Brittany Hicks,4633.05,HKD
17116,Rachel Henry,3903.41,GBP
17117,Heather Kirby,6185.34,SGD
17118,Rhonda Lawson,4505.82,PLN
17119,Madison Santos,7848.82,CAD
17120,Mr. Steven Hall,294.36,AUD
17121,Daniel Garner,4174.96,CHF
17122,Kyle Weaver,7040.08,MXN
17123,Anita Williams,1729.54,ZAR
17124,Laurie Tran,2467.04,ILS
17125,Ellen Arroyo,2685.55,NZD
17126,Jamie Anderson,6338.29,INR
17127,Kristin Rodriguez,1772.73,ZAR
17128,Jordan Greene,7394.44,ZAR
17129,Stephanie Hall,6504.04,INR
17130,George Fisher,9583.54,SEK
17131,Diana Hood,9231.35,KRW
17132,Jeffrey Martinez,6376.76,NOK
17133,Jennifer Estrada,5220.45,SGD
17134,Keith Kidd,14.89,CAD
17135,Andrew Wall,3807.8,SEK
17136,Michael Rice,6485.6,GBP
17137,Susan Williams,3457.44,EUR
17138,Steven Gibson,3119.5,NZD
17139,Tracy Clark,9782.02,HKD
17140,Michael Walker,4130.7,NOK
17141,Kenneth Thomas,2552.91,PLN
17142,Seth Newton,761.19,USD
17143,Elizabeth Chaney,4835.45,INR
17144,Brandon Davis,1176.25,CAD
17145,Donna Parker,4844.62,CAD
17146,Gail Sharp,3364.63,JPY
17147,Destiny Shaffer,3698.4,MXN
17148,Whitney Wright,8234.08,DKK
17149,Megan Watson,1258.39,NZD
17150,Jeffrey Ferguson,9307.39,PLN
17151,Hannah Walter,2427.87,PLN
17152,Amber Cook,6597.75,PLN
17153,Jessica Kelly,8228.4,CHF
17154,Kristen Dixon,8314.28,INR
17155,Savannah Rhodes,4085.84,MXN
17156,Bryan Vasquez,569.0,ZAR
17157,Darrell Barnes,4932.52,PLN
17158,Shelly Taylor,9306.64,JPY
17159,William Burns,2736.51,INR
17160,Lauren Chapman,7802.48,CHF
17161,Mark Wilson,2838.16,ILS
17162,Christopher Oneill,1744.25,CAD
17163,Jeff Gonzales,2792.42,SGD
17164,Jennifer Brown,6026.66,AUD
17165,Julie Lopez,3876.1,PLN
17166,Stephanie Frank,6736.44,CHF
17167,Anthony Williams,914.78,ZAR
17168,Jeffrey Johnson,2938.0,JPY
17169,Justin Perkins,6724.06,USD
17170,Anita Hamilton,3591.44,HKD
17171,Lisa Campbell,8801.82,EUR
17172,Edward Sweeney,2384.24,DKK
17173,Linda Goodman,1691.08,JPY
17174,Brandon Holland,495.52,HKD
17175,Steven Simmons,1374.9,CAD
17176,Elizabeth Washington,9214.33,NOK
17177,Bethany Thompson,4644.85,BRL
17178,Michael Cherry,7799.1,KRW
17179,Rebecca Thomas,3887.66,KRW
17180,Frederick Moore,6392.35,NOK
17181,Amber Robinson,303.87,HKD
17182,Michael Gray,7684.63,KRW
17183,Ashley Phillips,4802.82,ZAR
17184,Amanda Oliver,4956.6,CAD
17185,William Morrow,5154.86,JPY
17186,Joseph Moyer,9472.67,SEK
17187,Amber Crawford,8192.87,PLN
17188,Sarah Carter,118.55,NZD
17189,Joe Owens,6911.65,USD
17190,Amber Wilson,9864.0,KRW
17191,Timothy Ford,3271.96,CAD
17192,Jerry Wilson,9870.89,PLN
17193,Kristin Jacobs,7240.38,DKK
17194,Danielle Johnson,1013.63,JPY
17195,Dr. Denise Barber,7807.68,NOK
17196,Kevin Clark,6437.73,ILS
17197,Ronald Kim,6894.98,DKK
17198,Joshua Chavez,6238.46,KRW
17199,Carol Madden,1004.6,AUD
17200,Jared Owens,7916.82,SEK
17201,Jennifer Klein,2384.14,KRW
17202,Sharon Rios,147.02,AUD
17203,Michelle Livingston,5409.82,ILS
17204,Sydney Hardy,9894.09,PLN
17205,Stephanie Bass,9317.78,USD
17206,Danielle Ramos,528.29,GBP
17207,Kayla Burns,6532.77,NZD
17208,Jon Powers,4120.53,BRL
17209,Theresa Miller,8393.3,NOK
17210,Susan Blackburn,1649.19,AUD
17211,Monica Potter,6492.58,PLN
17212,Kathryn Pace,7049.66,MXN
17213,Katherine Watkins,7889.07,CAD
17214,Ashley Cruz,392.19,MXN
17215,Charles Woodard,9614.89,GBP
17216,Leslie Barnes,1770.1,PLN
17217,Justin Perez,3291.09,ZAR
17218,Bill Rivera,7874.94,ZAR
17219,Jennifer Kelly,3731.49,HKD
17220,Julian Wilson,4703.24,NZD
17221,Meghan Jackson,446.6,USD
17222,Michael Garrett,5756.72,EUR
17223,Sean Martinez,9991.49,ILS
17224,Ashley Mclaughlin,7124.63,NZD
17225,Michael Galloway,843.15,KRW
17226,Kevin Cardenas,8528.48,HKD
17227,Jose Foster,1189.6,ZAR
17228,Allison Hill,1625.99,NOK
17229,Ryan Hays,7494.18,USD
17230,Tracy Gardner,2806.94,KRW
17231,Ann Ross,6846.44,ZAR
17232,Julia Morgan DDS,6016.18,USD
17233,Michael Collins,4021.66,USD
17234,Diane Edwards,5624.88,EUR
17235,Tina Garcia,4121.72,ILS
17236,Brian Newman,728.27,ZAR
17237,Miguel Gomez,2077.06,PLN
17238,Michael Porter,9115.02,GBP
17239,Julia Kelley,7693.77,NOK
17240,David Carter,2298.97,NOK
17241,Brittany Weber,8611.85,USD
17242,Karen Hill,3306.5,INR
17243,Jason Jones,6621.06,CHF
17244,Cynthia Mata,7206.77,CAD
17245,Jamie Aguirre,8579.19,CHF
17246,Elizabeth Thomas,1381.01,SEK
17247,Erin Perez,4673.99,DKK
17248,Mr. Michael Keller,2017.28,NOK
17249,Mary Medina,3043.65,EUR
17250,Diane Robinson,9116.39,CHF
17251,Brittany Maxwell,511.12,GBP
17252,Evan Morgan,2834.17,ILS
17253,Terry Elliott,4837.02,NOK
17254,Amanda Howe,9261.6,DKK
17255,Mark Simmons,8404.93,HKD
17256,Cassandra Callahan,2570.81,GBP
17257,Sharon Bailey,5270.55,BRL
17258,Alexis Johnson,3531.6,ZAR
17259,Kristine Johnson,6334.51,ZAR
17260,Tim Martinez,1054.3,AUD
17261,Jeffrey Brown,73.8,HKD
17262,David Baxter,4750.37,KRW
17263,Leslie Gordon,9617.01,MXN
17264,Jenny Swanson,9734.1,NOK
17265,Shawn Jefferson,4358.09,PLN
17266,Steven Clark,2552.93,AUD
17267,Christopher Neal,7369.61,USD
17268,Kathleen Hawkins,7206.64,JPY
17269,Scott Perez,2715.96,DKK
17270,Dr. Stephanie Brown,1022.51,USD
17271,Jeremy Everett,9217.25,ZAR
17272,Rachel Rodriguez,9728.9,JPY
17273,Catherine Rodriguez,1013.86,NOK
17274,Jennifer Ramirez,4319.57,PLN
17275,Gabrielle Decker,2481.69,MXN
17276,Todd Cardenas,7361.65,CHF
17277,Katelyn Taylor,7056.72,CHF
17278,Ryan Smith,2163.66,JPY
17279,Marcia Allen,629.32,KRW
17280,Gregory Harmon,66.69,NOK
17281,Andrew Young,428.38,BRL
17282,Jeffrey Wu,520.99,KRW
17283,Benjamin Perez,9532.92,NOK
17284,Cindy Greene,7785.36,AUD
17285,Angel Garcia,7654.5,BRL
17286,Patrick Jones,6578.2,NZD
17287,Mark Whitehead,1855.82,NZD
17288,Peter Nunez,1270.67,SGD
17289,Brandon Harmon,1119.66,NZD
17290,Joseph Wood,8022.47,SGD
17291,Erika Woods,7242.18,SGD
17292,Michael Vaughan,5081.22,BRL
17293,Jade Flynn,9493.98,GBP
17294,Heather Thompson,7041.93,HKD
17295,John Jones,1485.44,EUR
17296,Heather Fernandez,7654.32,GBP
17297,Alice Barnett,8924.72,INR
17298,Michelle Clark,6503.37,USD
17299,Margaret Hood,8782.79,MXN
17300,Michael Vargas,8755.49,MXN
17301,Lindsey Diaz,9758.29,CAD
17302,Terry Johnson,3535.46,NZD
17303,Christopher Scott,2002.57,AUD
17304,Vicki Stark,3996.95,PLN
17305,James Campbell,7434.17,KRW
17306,Gina Griffin,7938.13,SEK
17307,Deborah Hayes,1270.56,BRL
17308,Crystal Duncan,5773.45,DKK
17309,Jeffrey Wang,4327.4,SGD
17310,Jordan Ross,4948.16,NOK
17311,Christopher Patterson,1333.08,NZD
17312,Shawna Hopkins,9141.97,USD
17313,Ethan Martinez,7393.53,CAD
17314,Lori Price,7908.66,DKK
17315,Chad Martin,749.82,PLN
17316,Melissa Newman,5906.47,PLN
17317,Sara Mcmillan,250.67,BRL
17318,Jennifer Jenkins,9323.08,CAD
17319,Jordan Chan,2241.26,CAD
17320,Thomas Jackson,9986.56,MXN
17321,Erik Ayers,5037.18,SEK
17322,Daniel Shepherd,5623.33,NZD
17323,Dominique Wells,6654.78,KRW
17324,Todd Peterson,4821.36,MXN
17325,Derek Smith,4321.81,PLN
17326,Richard Thompson,8819.29,MXN
17327,Alexis Wong,6088.07,NOK
17328,Kelly Williams,9371.54,ILS
17329,Wesley Reese,4049.92,SEK
17330,Phillip Gomez,3563.04,SEK
17331,Crystal Lyons,8903.44,KRW
17332,Troy Bowen,672.16,MXN
17333,Jeremy Phillips,4472.44,GBP
17334,Vicki Church,9882.63,PLN
17335,David Wilkerson,2908.75,NOK
17336,Aaron Keller,4544.44,JPY
17337,Ryan Martinez,3744.7,PLN
17338,Michael Webster,2515.71,GBP
17339,Denise Smith,8637.08,KRW
17340,Katherine Klein,3021.38,CAD
17341,Ryan Mccarthy,5472.49,CHF
17342,Monica Tucker,1766.75,GBP
17343,Fernando Acosta,4247.46,NZD
17344,Shannon Hughes,2190.92,GBP
17345,Leslie Carter,9335.5,ILS
17346,Matthew Payne,3938.33,AUD
17347,Cynthia Mcdonald,1966.24,DKK
17348,James Stevenson,1392.39,NZD
17349,Jessica Cruz,57.9,HKD
17350,Brandy Walton,9926.58,MXN
17351,Julia Stone,9187.44,NOK
17352,Brandon Roman,6657.99,ILS
17353,Craig Garcia,8637.66,NOK
17354,Matthew Booker,3018.03,CHF
17355,Sharon Roman,8742.05,CHF
17356,Olivia Smith,8620.1,CAD
17357,Elizabeth Cook,6701.7,ZAR
17358,Hannah Foley,4991.18,GBP
17359,Henry Baker,5227.9,GBP
17360,Steven White,5605.7,USD
17361,Courtney Cooke,2984.46,USD
17362,Brandy Walker,4465.92,SGD
17363,Carla Waters,5767.81,CAD
17364,Alexis Smith,4951.82,KRW
17365,Dakota Moore,1376.33,USD
17366,Mark Hendricks,1016.48,NZD
17367,Miranda Perez,15.22,SGD
17368,Charles Williams,2386.42,ZAR
17369,Jeffrey Osborne,9869.95,SGD
17370,Emily Smith,9020.48,NOK
17371,Brooke Allen,4873.22,INR
17372,Elizabeth Fuller,4100.68,EUR
17373,Marcus Walsh DDS,5951.62,NOK
17374,Jordan Lawson,8891.33,SGD
17375,Carla Barnes,4855.02,HKD
17376,Phillip Taylor,1160.42,NZD
17377,Ashley Christian MD,8318.38,NOK
17378,Kirk Chavez,3851.62,GBP
17379,Brenda Foster,5799.3,USD
17380,Paul Williams,9972.09,INR
17381,Katie Doyle,1320.03,ILS
17382,Amy Rodriguez,7262.22,INR
17383,Victor Wilson,8661.05,USD
17384,Jasmine Harrison,932.08,DKK
17385,Kyle Burns,4827.19,EUR
17386,Joseph Kemp,6740.37,EUR
17387,Candace Tapia,1612.1,ILS
17388,Sierra Perez,4350.8,PLN
17389,Nicholas Rivera,4541.86,JPY
17390,Kelsey Peterson,108.19,GBP
17391,Courtney Johnson,1048.3,NOK
17392,Barbara Williams,8277.4,PLN
17393,Justin Moss,4937.25,BRL
17394,Aaron Hughes,2226.91,HKD
17395,Eric Miles,8536.8,HKD
17396,Jessica Martinez,6366.0,ILS
17397,Rebekah Johnson,921.77,ZAR
17398,Rebecca Cantrell,8628.53,CAD
17399,Ryan Blair,8396.51,BRL
17400,Susan Hensley,2781.87,BRL
17401,Stephanie Hawkins,5949.39,MXN
17402,Tanya Cummings,1164.24,SGD
17403,Jeanette Hull,5394.33,DKK
17404,William Figueroa,4680.68,INR
17405,Tami Curtis,6829.66,SGD
17406,Austin Murphy,227.17,DKK
17407,Cole Ward,812.82,AUD
17408,Darin Harris,4405.61,NZD
17409,Max Martin,6312.83,AUD
17410,Steven Perez,7103.21,JPY
17411,David Jones,4646.69,NOK
17412,Megan Perkins,2449.74,CHF
17413,Marcus Cox,2089.36,SEK
17414,Christian Wilson,4449.29,DKK
17415,Patricia Hopkins,9149.34,SGD
17416,Jeanette Mcbride,6828.08,HKD
17417,James Hall,8546.49,BRL
17418,Mary Garcia,4951.52,SEK
17419,Matthew Rivera,8395.34,DKK
17420,James Irwin,5730.41,CHF
17421,Andrew Chambers,9251.45,CHF
17422,Kenneth Flores,2921.99,USD
17423,Cory Oneill,4395.83,KRW
17424,Joseph Jordan,6383.75,GBP
17425,Charles Mitchell,8717.2,JPY
17426,Tammy Sanchez,3199.76,INR
17427,William Dickerson,1898.26,USD
17428,Alexander Miller,9529.82,MXN
17429,Hannah Smith,6613.63,NOK
17430,Christopher Griffin,413.0,NZD
17431,Sean Armstrong,7563.78,EUR
17432,Jesse Ramirez,687.58,HKD
17433,Brandi Martinez,5786.6,KRW
17434,Matthew Dunn,4336.5,INR
17435,Antonio Franklin,2363.56,CHF
17436,Chelsea Taylor,8928.05,EUR
17437,Heidi Sandoval,247.19,ILS
17438,Madeline Davies,2895.95,BRL
17439,Douglas Gomez,5830.38,USD
17440,Heather Spencer,6210.3,MXN
17441,Kathleen Hood,8572.8,PLN
17442,Dominique Mcintyre,7759.12,ZAR
